Time,Competitor,Operation,OrderId,Side,Volume,Price,Lifespan,Fee,FuturePrice,EtfPrice,AccountBalance,FuturePosition,EtfPosition,ProfitLoss,TotalFees,MaxDrawdown,BuyVolume,SellVolume
12.500000,ExampleTwo,Cancel,1,B,-1,3409.00,GFD,0.00,3410.00,3412.00,1.82,1,-1,-0.18,0.68,0.68,0,1
12.500000,ExampleTwo,Insert,3,B,1,3410.00,GFD,0.00,3410.00,3412.00,1.82,1,-1,-0.18,0.68,0.68,0,1
13.300000,ExampleTwo,Insert,4,S,1,3411.00,GFD,0.00,3410.00,3412.00,1.82,1,-1,-0.18,0.68,0.68,0,1
13.300000,ExampleTwo,Fill,4,S,-1,3411.00,GFD,0.68,3410.00,3411.00,3412.14,1,-2,0.14,1.36,0.68,0,2
13.300000,ExampleTwo,Hedge,,B,1,3410.00,,0.00,3410.00,3411.00,2.14,2,-2,0.14,1.36,0.68,0,2
13.300000,ExampleOne,Insert,3,S,1,3410.00,GFD,0.00,3410.00,3411.00,1.82,1,-1,-0.18,0.68,0.68,0,1
13.300000,ExampleOne,Fill,3,S,-1,3411.00,GFD,0.68,3410.00,3411.00,3412.14,1,-2,0.14,1.36,0.68,0,2
13.300000,ExampleOne,Hedge,,B,1,3410.00,,0.00,3410.00,3411.00,2.14,2,-2,0.14,1.36,0.68,0,2
13.300000,ExampleTwo,Tick,,,,,,0.00,3410.00,3411.00,2.14,2,-2,0.14,1.36,0.68,0,2
13.300000,ExampleOne,Tick,,,,,,0.00,3410.00,3411.00,2.14,2,-2,0.14,1.36,0.68,0,2
13.300000,ExampleTwo,Cancel,3,B,-1,3410.00,GFD,0.00,3410.00,3411.00,2.14,2,-2,0.14,1.36,0.68,0,2
13.300000,ExampleTwo,Insert,5,B,1,3411.00,GFD,0.00,3410.00,3411.00,2.14,2,-2,0.14,1.36,0.68,0,2
13.300000,ExampleTwo,Insert,6,S,1,3413.00,GFD,0.00,3410.00,3411.00,2.14,2,-2,0.14,1.36,0.68,0,2
13.300000,ExampleOne,Insert,4,S,1,3411.00,GFD,0.00,3410.00,3411.00,2.14,2,-2,0.14,1.36,0.68,0,2
13.300000,ExampleOne,Fill,4,S,-1,3411.00,GFD,0.68,3410.00,3411.00,3412.46,2,-3,-0.54,2.04,0.68,0,3
13.300000,ExampleOne,Hedge,,B,1,3410.00,,0.00,3410.00,3411.00,2.46,3,-3,-0.54,2.04,0.68,0,3
13.300000,ExampleTwo,Tick,,,,,,0.00,3410.00,3411.00,2.14,2,-2,0.14,1.36,0.68,0,2
13.300000,ExampleOne,Tick,,,,,,0.00,3410.00,3411.00,2.46,3,-3,-0.54,2.04,0.68,0,3
13.300000,ExampleOne,Insert,5,S,1,3411.00,GFD,0.00,3410.00,3411.00,2.46,3,-3,-0.54,2.04,0.68,0,3
13.300000,ExampleOne,Fill,5,S,-1,3411.00,GFD,0.68,3410.00,3411.00,3412.78,3,-4,-1.22,2.72,1.36,0,4
13.300000,ExampleOne,Hedge,,B,1,3410.00,,0.00,3410.00,3411.00,2.78,4,-4,-1.22,2.72,1.36,0,4
13.300000,ExampleTwo,Tick,,,,,,0.00,3410.00,3411.00,2.14,2,-2,0.14,1.36,0.68,0,2
13.300000,ExampleOne,Tick,,,,,,0.00,3410.00,3411.00,2.78,4,-4,-1.22,2.72,1.36,0,4
13.300000,ExampleOne,Insert,6,S,1,3411.00,GFD,0.00,3410.00,3411.00,2.78,4,-4,-1.22,2.72,1.36,0,4
13.300000,ExampleOne,Fill,6,S,-1,3411.00,GFD,0.68,3410.00,3411.00,3413.10,4,-5,-1.90,3.40,2.04,0,5
13.300000,ExampleOne,Hedge,,B,1,3410.00,,0.00,3410.00,3411.00,3.10,5,-5,-1.90,3.40,2.04,0,5
13.300000,ExampleTwo,Tick,,,,,,0.00,3410.00,3411.00,2.14,2,-2,0.14,1.36,0.68,0,2
13.300000,ExampleOne,Tick,,,,,,0.00,3410.00,3411.00,3.10,5,-5,-1.90,3.40,2.04,0,5
13.300000,ExampleOne,Insert,7,S,1,3411.00,GFD,0.00,3410.00,3411.00,3.10,5,-5,-1.90,3.40,2.04,0,5
13.300000,ExampleOne,Fill,7,S,-1,3411.00,GFD,0.68,3410.00,3411.00,3413.42,5,-6,-2.58,4.08,2.72,0,6
13.300000,ExampleOne,Hedge,,B,1,3410.00,,0.00,3410.00,3411.00,3.42,6,-6,-2.58,4.08,2.72,0,6
13.300000,ExampleTwo,Tick,,,,,,0.00,3410.00,3411.00,2.14,2,-2,0.14,1.36,0.68,0,2
13.300000,ExampleOne,Tick,,,,,,0.00,3410.00,3411.00,3.42,6,-6,-2.58,4.08,2.72,0,6
13.300000,ExampleOne,Insert,8,S,1,3411.00,GFD,0.00,3410.00,3411.00,3.42,6,-6,-2.58,4.08,2.72,0,6
13.300000,ExampleOne,Fill,8,S,-1,3411.00,GFD,0.68,3410.00,3411.00,3413.74,6,-7,-3.26,4.76,3.40,0,7
13.300000,ExampleOne,Hedge,,B,1,3410.00,,0.00,3410.00,3411.00,3.74,7,-7,-3.26,4.76,3.40,0,7
13.300000,ExampleTwo,Tick,,,,,,0.00,3410.00,3411.00,2.14,2,-2,0.14,1.36,0.68,0,2
13.300000,ExampleOne,Tick,,,,,,0.00,3410.00,3411.00,3.74,7,-7,-3.26,4.76,3.40,0,7
13.300000,ExampleOne,Insert,9,S,1,3411.00,GFD,0.00,3410.00,3411.00,3.74,7,-7,-3.26,4.76,3.40,0,7
13.300000,ExampleOne,Fill,9,S,-1,3411.00,GFD,0.68,3410.00,3411.00,3414.06,7,-8,-3.94,5.44,4.08,0,8
13.300000,ExampleOne,Hedge,,B,1,3410.00,,0.00,3410.00,3411.00,4.06,8,-8,-3.94,5.44,4.08,0,8
13.300000,ExampleTwo,Tick,,,,,,0.00,3410.00,3411.00,2.14,2,-2,0.14,1.36,0.68,0,2
13.300000,ExampleOne,Tick,,,,,,0.00,3410.00,3411.00,4.06,8,-8,-3.94,5.44,4.08,0,8
13.300000,ExampleOne,Insert,10,S,1,3411.00,GFD,0.00,3410.00,3411.00,4.06,8,-8,-3.94,5.44,4.08,0,8
13.300000,ExampleOne,Fill,10,S,-1,3411.00,GFD,0.68,3410.00,3411.00,3414.38,8,-9,-4.62,6.12,4.76,0,9
13.300000,ExampleOne,Hedge,,B,1,3410.00,,0.00,3410.00,3411.00,4.38,9,-9,-4.62,6.12,4.76,0,9
13.300000,ExampleTwo,Tick,,,,,,0.00,3410.00,3411.00,2.14,2,-2,0.14,1.36,0.68,0,2
13.300000,ExampleOne,Tick,,,,,,0.00,3410.00,3411.00,4.38,9,-9,-4.62,6.12,4.76,0,9
13.435395,ExampleTwo,Fill,5,B,-1,3411.00,GFD,-0.34,3410.00,3411.00,-3408.52,2,-1,0.48,1.02,0.68,1,2
13.435395,ExampleTwo,Hedge,,S,1,3410.50,,0.00,3410.00,3411.00,1.98,1,-1,0.98,1.02,0.68,1,2
13.466530,ExampleTwo,Fill,6,S,-1,3413.00,GFD,-0.34,3410.00,3413.00,3415.32,1,-2,-0.68,0.68,1.66,1,3
13.466530,ExampleTwo,Hedge,,B,1,3410.50,,0.00,3410.00,3413.00,4.82,2,-2,-1.18,0.68,2.16,1,3
13.507489,ExampleOne,Fill,1,B,-1,3409.00,GFD,-0.34,3410.00,3409.00,-3404.28,9,-8,13.72,5.78,4.76,1,9
13.507489,ExampleOne,Hedge,,S,1,3410.50,,0.00,3410.00,3409.00,6.22,8,-8,14.22,5.78,4.76,1,9
14.050000,ExampleOne,Insert,11,S,1,3411.00,GFD,0.00,3410.00,3409.00,6.22,8,-8,14.22,5.78,4.76,1,9
14.050000,ExampleOne,Fill,11,S,-1,3411.00,GFD,0.68,3410.00,3411.00,3416.54,8,-9,-2.46,6.46,16.68,1,10
14.050000,ExampleOne,Hedge,,B,1,3410.50,,0.00,3410.00,3411.00,6.04,9,-9,-2.96,6.46,17.18,1,10
14.050000,ExampleTwo,Tick,,,,,,0.00,3410.00,3411.00,4.82,2,-2,2.82,0.68,2.16,1,3
14.050000,ExampleOne,Tick,,,,,,0.00,3410.00,3411.00,6.04,9,-9,-2.96,6.46,17.18,1,10
14.050000,ExampleTwo,Insert,7,B,1,3412.00,GFD,0.00,3410.00,3411.00,4.82,2,-2,2.82,0.68,2.16,1,3
14.050000,ExampleTwo,Insert,8,S,1,3413.00,GFD,0.00,3410.00,3411.00,4.82,2,-2,2.82,0.68,2.16,1,3
14.050000,ExampleOne,Insert,12,B,1,3410.00,GFD,0.00,3410.00,3411.00,6.04,9,-9,-2.96,6.46,17.18,1,10
14.050000,ExampleOne,Insert,13,S,1,3411.00,GFD,0.00,3410.00,3411.00,6.04,9,-9,-2.96,6.46,17.18,1,10
14.050000,ExampleTwo,Fill,7,B,-1,3412.00,GFD,-0.34,3410.00,3412.00,-3406.84,2,-1,1.16,0.34,2.16,2,3
14.050000,ExampleTwo,Hedge,,S,1,3410.50,,0.00,3410.00,3412.00,3.66,1,-1,1.66,0.34,2.16,2,3
14.050000,ExampleOne,Fill,13,S,-1,3412.00,GFD,0.68,3410.00,3412.00,3417.36,9,-10,-12.64,7.14,26.86,1,11
14.050000,ExampleOne,Hedge,,B,1,3410.50,,0.00,3410.00,3412.00,6.86,10,-10,-13.14,7.14,27.36,1,11
14.050000,ExampleTwo,Tick,,,,,,0.00,3410.00,3412.00,3.66,1,-1,1.66,0.34,2.16,2,3
14.050000,ExampleOne,Tick,,,,,,0.00,3410.00,3412.00,6.86,10,-10,-13.14,7.14,27.36,1,11
14.050000,ExampleTwo,Cancel,8,S,-1,3413.00,GFD,0.00,3410.00,3412.00,3.66,1,-1,1.66,0.34,2.16,2,3
14.050000,ExampleTwo,Insert,9,B,1,3411.00,GFD,0.00,3410.00,3412.00,3.66,1,-1,1.66,0.34,2.16,2,3
14.050000,ExampleTwo,Insert,10,S,1,3412.00,GFD,0.00,3410.00,3412.00,3.66,1,-1,1.66,0.34,2.16,2,3
14.050000,ExampleOne,Insert,14,S,1,3411.00,GFD,0.00,3410.00,3412.00,6.86,10,-10,-13.14,7.14,27.36,1,11
14.050000,ExampleOne,Fill,14,S,-1,3411.00,GFD,0.68,3410.00,3411.00,3417.18,10,-11,-3.82,7.82,27.36,1,12
14.050000,ExampleOne,Hedge,,B,1,3410.50,,0.00,3410.00,3411.00,6.68,11,-11,-4.32,7.82,27.36,1,12
14.050000,ExampleTwo,Tick,,,,,,0.00,3410.00,3411.00,3.66,1,-1,2.66,0.34,2.16,2,3
14.050000,ExampleOne,Tick,,,,,,0.00,3410.00,3411.00,6.68,11,-11,-4.32,7.82,27.36,1,12
14.050000,ExampleOne,Insert,15,S,1,3411.00,GFD,0.00,3410.00,3411.00,6.68,11,-11,-4.32,7.82,27.36,1,12
14.050000,ExampleOne,Fill,15,S,-1,3411.00,GFD,0.68,3410.00,3411.00,3417.00,11,-12,-5.00,8.50,27.36,1,13
14.050000,ExampleOne,Hedge,,B,1,3410.50,,0.00,3410.00,3411.00,6.50,12,-12,-5.50,8.50,27.36,1,13
14.050000,ExampleTwo,Tick,,,,,,0.00,3410.00,3411.00,3.66,1,-1,2.66,0.34,2.16,2,3
14.050000,ExampleOne,Tick,,,,,,0.00,3410.00,3411.00,6.50,12,-12,-5.50,8.50,27.36,1,13
14.050000,ExampleOne,Insert,16,S,1,3411.00,GFD,0.00,3410.00,3411.00,6.50,12,-12,-5.50,8.50,27.36,1,13
14.050000,ExampleOne,Fill,16,S,-1,3411.00,GFD,0.68,3410.00,3411.00,3416.82,12,-13,-6.18,9.18,27.36,1,14
14.050000,ExampleOne,Hedge,,B,1,3410.50,,0.00,3410.00,3411.00,6.32,13,-13,-6.68,9.18,27.36,1,14
14.050000,ExampleTwo,Tick,,,,,,0.00,3410.00,3411.00,3.66,1,-1,2.66,0.34,2.16,2,3
14.050000,ExampleOne,Tick,,,,,,0.00,3410.00,3411.00,6.32,13,-13,-6.68,9.18,27.36,1,14
14.050000,ExampleOne,Insert,17,S,1,3411.00,GFD,0.00,3410.00,3411.00,6.32,13,-13,-6.68,9.18,27.36,1,14
14.050000,ExampleTwo,Fill,9,B,-1,3411.00,GFD,-0.34,3410.00,3411.00,-3407.00,1,0,3.00,0.00,2.16,3,3
14.050000,ExampleTwo,Hedge,,S,1,3410.50,,0.00,3410.00,3411.00,3.50,0,0,3.50,0.00,2.16,3,3
14.050000,ExampleOne,Fill,17,S,-1,3411.00,GFD,0.68,3410.00,3411.00,3416.64,13,-14,-7.36,9.86,27.36,1,15
14.050000,ExampleOne,Hedge,,B,1,3410.50,,0.00,3410.00,3411.00,6.14,14,-14,-7.86,9.86,27.36,1,15
14.050000,ExampleTwo,Tick,,,,,,0.00,3410.00,3411.00,3.50,0,0,3.50,0.00,2.16,3,3
14.050000,ExampleOne,Tick,,,,,,0.00,3410.00,3411.00,6.14,14,-14,-7.86,9.86,27.36,1,15
14.050000,ExampleTwo,Cancel,10,S,-1,3412.00,GFD,0.00,3410.00,3411.00,3.50,0,0,3.50,0.00,2.16,3,3
14.050000,ExampleTwo,Tick,,,,,,0.00,3410.00,3411.00,3.50,0,0,3.50,0.00,2.16,3,3
14.050000,ExampleOne,Tick,,,,,,0.00,3410.00,3411.00,6.14,14,-14,-7.86,9.86,27.36,1,15
14.070234,ExampleOne,Fill,12,B,-1,3410.00,GFD,-0.34,3410.00,3410.00,-3403.52,14,-13,6.48,9.52,27.36,2,15
14.070234,ExampleOne,Hedge,,S,1,3410.50,,0.00,3410.00,3410.00,6.98,13,-13,6.98,9.52,27.36,2,15
14.850000,ExampleTwo,Insert,11,B,1,3410.00,GFD,0.00,3410.00,3412.00,3.50,0,0,3.50,0.00,2.16,3,3
14.850000,ExampleTwo,Insert,12,S,1,3411.00,GFD,0.00,3410.00,3412.00,3.50,0,0,3.50,0.00,2.16,3,3
14.850000,ExampleTwo,Fill,12,S,-1,3412.00,GFD,0.68,3410.00,3412.00,3414.82,0,-1,2.82,0.68,2.16,3,4
14.850000,ExampleTwo,Hedge,,B,1,3410.50,,0.00,3410.00,3412.00,4.32,1,-1,2.32,0.68,2.16,3,4
14.850000,ExampleOne,Insert,18,S,1,3411.00,GFD,0.00,3410.00,3412.00,6.98,13,-13,6.98,9.52,27.36,2,15
14.850000,ExampleOne,Fill,18,S,-1,3412.00,GFD,0.68,3410.00,3412.00,3418.30,13,-14,-19.70,10.20,33.92,2,16
14.850000,ExampleOne,Hedge,,B,1,3410.50,,0.00,3410.00,3412.00,7.80,14,-14,-20.20,10.20,34.42,2,16
14.850000,ExampleTwo,Tick,,,,,,0.00,3410.00,3412.00,4.32,1,-1,2.32,0.68,2.16,3,4
14.850000,ExampleOne,Tick,,,,,,0.00,3410.00,3412.00,7.80,14,-14,-20.20,10.20,34.42,2,16
14.850000,ExampleTwo,Cancel,11,B,-1,3410.00,GFD,0.00,3410.00,3412.00,4.32,1,-1,2.32,0.68,2.16,3,4
14.850000,ExampleTwo,Insert,13,B,1,3411.00,GFD,0.00,3410.00,3412.00,4.32,1,-1,2.32,0.68,2.16,3,4
14.850000,ExampleTwo,Insert,14,S,1,3412.00,GFD,0.00,3410.00,3412.00,4.32,1,-1,2.32,0.68,2.16,3,4
14.850000,ExampleTwo,Fill,14,S,-1,3412.00,GFD,0.68,3410.00,3412.00,3415.64,1,-2,1.64,1.36,2.16,3,5
14.850000,ExampleTwo,Hedge,,B,1,3410.50,,0.00,3410.00,3412.00,5.14,2,-2,1.14,1.36,2.36,3,5
14.850000,ExampleOne,Insert,19,B,1,3410.00,GFD,0.00,3410.00,3412.00,7.80,14,-14,-20.20,10.20,34.42,2,16
14.850000,ExampleOne,Insert,20,S,1,3411.00,GFD,0.00,3410.00,3412.00,7.80,14,-14,-20.20,10.20,34.42,2,16
14.850000,ExampleTwo,Fill,13,B,-1,3411.00,GFD,-0.34,3410.00,3411.00,-3405.52,2,-1,3.48,1.02,2.36,4,5
14.850000,ExampleTwo,Hedge,,S,1,3410.50,,0.00,3410.00,3411.00,4.98,1,-1,3.98,1.02,2.36,4,5
14.850000,ExampleOne,Fill,20,S,-1,3411.00,GFD,0.68,3410.00,3411.00,3418.12,14,-15,-6.88,10.88,34.42,2,17
14.850000,ExampleOne,Hedge,,B,1,3410.50,,0.00,3410.00,3411.00,7.62,15,-15,-7.38,10.88,34.42,2,17
14.850000,ExampleTwo,Tick,,,,,,0.00,3410.00,3411.00,4.98,1,-1,3.98,1.02,2.36,4,5
14.850000,ExampleOne,Tick,,,,,,0.00,3410.00,3411.00,7.62,15,-15,-7.38,10.88,34.42,2,17
14.850000,ExampleTwo,Insert,15,B,1,3411.00,GFD,0.00,3410.00,3411.00,4.98,1,-1,3.98,1.02,2.36,4,5
14.850000,ExampleTwo,Tick,,,,,,0.00,3410.00,3411.00,4.98,1,-1,3.98,1.02,2.36,4,5
14.850000,ExampleOne,Tick,,,,,,0.00,3410.00,3411.00,7.62,15,-15,-7.38,10.88,34.42,2,17
14.850000,ExampleTwo,Insert,16,S,1,3412.00,GFD,0.00,3410.00,3411.00,4.98,1,-1,3.98,1.02,2.36,4,5
14.850000,ExampleOne,Insert,21,S,1,3411.00,GFD,0.00,3410.00,3411.00,7.62,15,-15,-7.38,10.88,34.42,2,17
14.850000,ExampleTwo,Fill,15,B,-1,3411.00,GFD,-0.34,3410.00,3411.00,-3405.68,1,0,4.32,0.68,2.36,5,5
14.850000,ExampleTwo,Hedge,,S,1,3410.50,,0.00,3410.00,3411.00,4.82,0,0,4.82,0.68,2.36,5,5
14.850000,ExampleOne,Fill,21,S,-1,3411.00,GFD,0.68,3410.00,3411.00,3417.94,15,-16,-8.06,11.56,34.42,2,18
14.850000,ExampleOne,Hedge,,B,1,3410.50,,0.00,3410.00,3411.00,7.44,16,-16,-8.56,11.56,34.42,2,18
14.850000,ExampleTwo,Tick,,,,,,0.00,3410.00,3411.00,4.82,0,0,4.82,0.68,2.36,5,5
14.850000,ExampleOne,Tick,,,,,,0.00,3410.00,3411.00,7.44,16,-16,-8.56,11.56,34.42,2,18
14.850000,ExampleTwo,Cancel,16,S,-1,3412.00,GFD,0.00,3410.00,3411.00,4.82,0,0,4.82,0.68,2.36,5,5
14.850000,ExampleTwo,Tick,,,,,,0.00,3410.00,3411.00,4.82,0,0,4.82,0.68,2.36,5,5
14.850000,ExampleOne,Tick,,,,,,0.00,3410.00,3411.00,7.44,16,-16,-8.56,11.56,34.42,2,18
14.850000,ExampleTwo,Insert,17,B,1,3410.00,GFD,0.00,3410.00,3411.00,4.82,0,0,4.82,0.68,2.36,5,5
14.850000,ExampleTwo,Insert,18,S,1,3411.00,GFD,0.00,3410.00,3411.00,4.82,0,0,4.82,0.68,2.36,5,5
14.850000,ExampleOne,Insert,22,S,1,3411.00,GFD,0.00,3410.00,3411.00,7.44,16,-16,-8.56,11.56,34.42,2,18
14.850000,ExampleTwo,Tick,,,,,,0.00,3410.00,3411.00,4.82,0,0,4.82,0.68,2.36,5,5
14.850000,ExampleOne,Tick,,,,,,0.00,3410.00,3411.00,7.44,16,-16,-8.56,11.56,34.42,2,18
15.449230,ExampleTwo,Fill,18,S,-1,3411.00,GFD,-0.34,3410.00,3411.00,3416.16,0,-1,5.16,0.34,2.36,5,6
15.449230,ExampleTwo,Hedge,,B,1,3410.50,,0.00,3410.00,3411.00,5.66,1,-1,4.66,0.34,2.36,5,6
15.449230,ExampleOne,Fill,22,S,-1,3411.00,GFD,-0.34,3410.00,3411.00,3418.78,16,-17,-8.22,11.22,34.42,2,19
15.449230,ExampleOne,Hedge,,B,1,3410.50,,0.00,3410.00,3411.00,8.28,17,-17,-8.72,11.22,34.42,2,19
15.600000,ExampleTwo,Tick,,,,,,0.00,3410.00,3415.00,5.66,1,-1,0.66,0.34,4.50,5,6
15.600000,ExampleOne,Tick,,,,,,0.00,3410.00,3415.00,8.28,17,-17,-76.72,11.22,90.94,2,19
15.600000,ExampleTwo,Cancel,17,B,-1,3410.00,GFD,0.00,3410.00,3415.00,5.66,1,-1,0.66,0.34,4.50,5,6
15.600000,ExampleTwo,Insert,19,B,1,3411.00,GFD,0.00,3410.00,3415.00,5.66,1,-1,0.66,0.34,4.50,5,6
15.600000,ExampleTwo,Insert,20,S,1,3412.00,GFD,0.00,3410.00,3415.00,5.66,1,-1,0.66,0.34,4.50,5,6
15.600000,ExampleTwo,Fill,20,S,-1,3415.00,GFD,0.68,3410.00,3415.00,3419.98,1,-2,-0.02,1.02,5.18,5,7
15.600000,ExampleTwo,Hedge,,B,1,3410.50,,0.00,3410.00,3415.00,9.48,2,-2,-0.52,1.02,5.68,5,7
15.600000,ExampleOne,Insert,23,S,1,3411.00,GFD,0.00,3410.00,3415.00,8.28,17,-17,-76.72,11.22,90.94,2,19
15.600000,ExampleOne,Fill,23,S,-1,3415.00,GFD,0.68,3410.00,3415.00,3422.60,17,-18,-77.40,11.90,91.62,2,20
15.600000,ExampleOne,Hedge,,B,1,3410.50,,0.00,3410.00,3415.00,12.10,18,-18,-77.90,11.90,92.12,2,20
15.600000,ExampleTwo,Tick,,,,,,0.00,3410.00,3415.00,9.48,2,-2,-0.52,1.02,5.68,5,7
15.600000,ExampleOne,Tick,,,,,,0.00,3410.00,3415.00,12.10,18,-18,-77.90,11.90,92.12,2,20
15.600000,ExampleTwo,Cancel,19,B,-1,3411.00,GFD,0.00,3410.00,3415.00,9.48,2,-2,-0.52,1.02,5.68,5,7
15.600000,ExampleTwo,Insert,21,B,1,3412.00,GFD,0.00,3410.00,3415.00,9.48,2,-2,-0.52,1.02,5.68,5,7
15.600000,ExampleTwo,Insert,22,S,1,3413.00,GFD,0.00,3410.00,3415.00,9.48,2,-2,-0.52,1.02,5.68,5,7
15.600000,ExampleOne,Insert,24,S,1,3411.00,GFD,0.00,3410.00,3415.00,12.10,18,-18,-77.90,11.90,92.12,2,20
15.600000,ExampleOne,Fill,24,S,-1,3412.00,GFD,0.68,3410.00,3412.00,3423.42,18,-19,-24.58,12.58,92.12,2,21
15.600000,ExampleOne,Hedge,,B,1,3410.50,,0.00,3410.00,3412.00,12.92,19,-19,-25.08,12.58,92.12,2,21
15.600000,ExampleTwo,Tick,,,,,,0.00,3410.00,3412.00,9.48,2,-2,5.48,1.02,5.68,5,7
15.600000,ExampleOne,Tick,,,,,,0.00,3410.00,3412.00,12.92,19,-19,-25.08,12.58,92.12,2,21
15.888099,ExampleTwo,Fill,22,S,-1,3413.00,GFD,-0.34,3411.00,3413.00,3422.82,2,-3,5.82,0.68,5.68,5,8
15.888099,ExampleTwo,Hedge,,B,1,3410.50,,0.00,3411.00,3413.00,12.32,3,-3,6.32,0.68,5.68,5,8
16.400000,ExampleOne,Insert,25,S,1,3411.00,GFD,0.00,3411.00,3413.00,12.92,19,-19,-25.08,12.58,92.12,2,21
16.400000,ExampleOne,Fill,25,S,-1,3414.00,GFD,0.68,3411.00,3414.00,3426.24,19,-20,-44.76,13.26,92.12,2,22
16.400000,ExampleOne,Hedge,,B,1,3410.50,,0.00,3411.00,3414.00,15.74,20,-20,-44.26,13.26,92.12,2,22
16.400000,ExampleTwo,Tick,,,,,,0.00,3411.00,3414.00,12.32,3,-3,3.32,0.68,5.68,5,8
16.400000,ExampleOne,Tick,,,,,,0.00,3411.00,3414.00,15.74,20,-20,-44.26,13.26,92.12,2,22
16.400000,ExampleTwo,Cancel,21,B,-1,3412.00,GFD,0.00,3411.00,3414.00,12.32,3,-3,3.32,0.68,5.68,5,8
16.400000,ExampleTwo,Insert,23,B,1,3413.00,GFD,0.00,3411.00,3414.00,12.32,3,-3,3.32,0.68,5.68,5,8
16.400000,ExampleTwo,Insert,24,S,1,3414.00,GFD,0.00,3411.00,3414.00,12.32,3,-3,3.32,0.68,5.68,5,8
16.400000,ExampleTwo,Fill,24,S,-1,3414.00,GFD,0.68,3411.00,3414.00,3425.64,3,-4,2.64,1.36,5.68,5,9
16.400000,ExampleTwo,Hedge,,B,1,3410.50,,0.00,3411.00,3414.00,15.14,4,-4,3.14,1.36,5.68,5,9
16.400000,ExampleOne,Insert,26,S,1,3411.00,GFD,0.00,3411.00,3414.00,15.74,20,-20,-44.26,13.26,92.12,2,22
16.400000,ExampleOne,Fill,26,S,-1,3414.00,GFD,0.68,3411.00,3414.00,3429.06,20,-21,-44.94,13.94,92.12,2,23
16.400000,ExampleOne,Hedge,,B,1,3410.50,,0.00,3411.00,3414.00,18.56,21,-21,-44.44,13.94,92.12,2,23
16.400000,ExampleTwo,Tick,,,,,,0.00,3411.00,3414.00,15.14,4,-4,3.14,1.36,5.68,5,9
16.400000,ExampleOne,Tick,,,,,,0.00,3411.00,3414.00,18.56,21,-21,-44.44,13.94,92.12,2,23
16.400000,ExampleTwo,Cancel,23,B,-1,3413.00,GFD,0.00,3411.00,3414.00,15.14,4,-4,3.14,1.36,5.68,5,9
16.400000,ExampleTwo,Insert,25,B,1,3414.00,GFD,0.00,3411.00,3414.00,15.14,4,-4,3.14,1.36,5.68,5,9
16.400000,ExampleTwo,Insert,26,S,1,3415.00,GFD,0.00,3411.00,3414.00,15.14,4,-4,3.14,1.36,5.68,5,9
16.400000,ExampleOne,Insert,27,S,1,3411.00,GFD,0.00,3411.00,3414.00,18.56,21,-21,-44.44,13.94,92.12,2,23
16.400000,ExampleOne,Fill,27,S,-1,3414.00,GFD,0.68,3411.00,3414.00,3431.88,21,-22,-45.12,14.62,92.12,2,24
16.400000,ExampleOne,Hedge,,B,1,3410.50,,0.00,3411.00,3414.00,21.38,22,-22,-44.62,14.62,92.12,2,24
16.400000,ExampleTwo,Tick,,,,,,0.00,3411.00,3414.00,15.14,4,-4,3.14,1.36,5.68,5,9
16.400000,ExampleOne,Tick,,,,,,0.00,3411.00,3414.00,21.38,22,-22,-44.62,14.62,92.12,2,24
